CODE COULEUR : ,Surligné en vert : questions à Nathalie,"Surligné en bleu: modifications apportées, à valider ensemble",Surligné en jaune : pour Léa,Surligné en rose : pour Louise,Souligné : apports et corrections validés (Ctrl + u),,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
uuid,mots-clefs,,,,,,,
3c5b8997-8606-43ec-9610-404e4ae8398c,Temps,fêtes du calendrier,fête religieuse [à dupliquer dans Religion une fois TS fixés],fête du Saint-Sépulcre,,,,
b8018232-8c56-403a-a2ab-133156959281,Temps,fêtes du calendrier,fête religieuse [à dupliquer dans Religion une fois TS fixés],lundi gras,,,,
0f8f5408-5227-4fde-bdc9-15ea986f8276,Temps,fêtes du calendrier,fête religieuse [à dupliquer dans Religion une fois TS fixés],sabbat,,,,
8291b990-4aca-42e1-809d-b24107425222,Temps,fêtes du calendrier,fête religieuse [à dupliquer dans Religion une fois TS fixés],Épiphanie EP jour des rois NA premier dimanche de janvier,,,,
465d3169-7eb0-4c96-9c97-bba2cf3d42e9,Temps,histoire,,,,,,
f4cc07cb-cadc-4ae6-9805-45e079bd1472,Temps,histoire,Antiquité,,,,,
712e977c-a5a3-412b-942e-102936cf5ad5,Temps,histoire,Antiquité,EP Anciens,,,,
a0a6960b-3fcd-49e2-8768-c2d740c62e1f,Temps,histoire,Antiquité gauloise,,,,,
d8c84b3e-e21d-4ac5-bbe2-bc29f9f5b4cf,Temps,histoire,Antiquité grecque,,,,,
85bf8b6d-e9d3-4c3a-8320-a75ec2ec55ea,Temps,histoire,Antiquité hébraïque,,,,,
30edc02e-32ef-41f1-b4a9-16e56271b4d8,Temps,histoire,Antiquité romaine,,,,,
c6e4d0a1-3ce6-4fcb-9029-27a4c493c819,Temps,histoire,Histoire artistique [dupliqué dans « Théorie de la musique »],,,,,
46eedf89-0ac3-43ec-b55d-1a35d1fc8a00,Temps,histoire,Histoire artistique [dupliqué dans « Théorie de la musique »],histoire de la danse,,,,
0d887e6c-d1eb-4a7f-b963-4ee0bafa7e5f,Temps,histoire,Histoire artistique [dupliqué dans « Théorie de la musique »],,origine de la danse,,,
1b9d2c19-9b0c-4e33-b293-c153bd630135,Temps,histoire,Histoire artistique [dupliqué dans « Théorie de la musique »],histoire de la musique,,,,
6d4efed5-dfcf-42ee-a0ab-e8b14d4d84c2,Temps,histoire,Histoire artistique [dupliqué dans « Théorie de la musique »],,origine de la musique,,,
15e807ce-285a-453d-8299-29fa36d5895a,Temps,histoire,Histoire artistique [dupliqué dans « Théorie de la musique »],,origine du plain-chant,,,
b7a02546-3f92-4b7b-b92d-8075328c7af1,Temps,histoire,Histoire artistique [dupliqué dans « Théorie de la musique »],,origine des instruments de musique [dupliqué « Histoire » et Théorie de la musique »],,,
e4020c7f-86d5-4932-8a84-8c87d7af738d,Temps,histoire,Histoire artistique [dupliqué dans « Théorie de la musique »],,origine des cloches [je le mettrais plutôt à cloche + origine de la musique],,,
a2b12130-b2a2-458c-8539-363419afe74a,Temps,histoire,Histoire artistique [dupliqué dans « Théorie de la musique »],histoire du théâtre,,,,
7675da0f-0473-4f17-bc28-310e74f23799,Temps,histoire,Histoire artistique [dupliqué dans « Théorie de la musique »],,réforme de la comédie,,,
dfff2300-25b1-4c9f-8262-44ab4b894ae3,Temps,saisons,Histoire artistique [dupliqué dans « Théorie de la musique »],,,,,
f9f2a3ae-fd9a-4856-89de-ae89b03ca69b,Temps,saisons,Printemps,,,,,
64c37c41-565d-4c36-9064-565eda4d41cf,Temps,saisons,Été,,,,,
596bc860-1c17-4e8d-9fbe-fabbe103f44f,Temps,saisons,Automne,,,,,
a11529ad-5b88-4368-a099-17f9c91ea143,Temps,saisons,Hiver,,,,,
78936dc3-f5bc-4270-b734-4457a4c65dfd,Temps,temps liturgique [dupliqué dans Religion],,,,,,
c467aeb0-f792-4965-8163-06d3171f7c30,Temps,temps liturgique [dupliqué dans Religion],Avent,,,,,
8ff6368a-6098-4010-b684-93b9c10c27a1,Temps,temps liturgique [dupliqué dans Religion],carême,,,,,
1410028f-9b2e-4876-93b5-52226bc21ee4,Temps,temps liturgique [dupliqué dans Religion],Semaine sainte,,,,,
412ce64e-8460-432e-8336-d527e3463acb,"Société, civilisation",affaires militaires [comprend « vie militaire »],,,,,,
54cc0bd5-9322-4353-a970-5722c90d8d0a,"Société, civilisation",affaires militaires [comprend « vie militaire »],vie militaire,,,,,
009da961-87a8-43b2-bc12-8f4a4c4a6a93,"Société, civilisation",affaires militaires [comprend « vie militaire »],vie militaire,départ en campagne,,,,
7f51822a-69c1-42a9-a8b7-585e3ace99ba,"Société, civilisation",affaires militaires [comprend « vie militaire »],vie militaire,retour de campagne,,,,
c6403177-e463-464c-b7c2-785928af2599,"Société, civilisation",affaires militaires [comprend « vie militaire »],vie militaire,revue militaire,,,,
ec12eac0-5f07-4217-9248-008079e0bc4e,"Société, civilisation",affaires militaires [comprend « vie militaire »],guerre,,,,,
8dafaf12-f680-4911-88a0-76990a10792f,"Société, civilisation",affaires militaires [comprend « vie militaire »],guerre,siège,,,,
4010c246-7e70-4ef0-ae6c-06ff67ec4ac2,"Société, civilisation",affaires militaires [comprend « vie militaire »],guerre,,"siège de
Charleroi",,,
aa267601-847b-4c84-9748-8053ca03a784,"Société, civilisation",affaires militaires [comprend « vie militaire »],guerre,,siège de Mons,,,
d5089420-e335-4390-8528-904357dac282,"Société, civilisation",affaires militaires [comprend « vie militaire »],guerre,,siège de Namur,,,
7645e49d-1296-4bb3-be41-65bed4ef3773,"Société, civilisation",affaires militaires [comprend « vie militaire »],guerre,,siège de Vienne AP1 ne pas détailler et indexer lieux,,,
0b186f5b-e111-40b9-9291-52ff2952dd7e,"Société, civilisation",affaires militaires [comprend « vie militaire »],"paix ?? [permet d’indexer paix de… ≠ sa célébration ; à voir en fonction de ce qui est déjà indexé, ne pas le modifier]",,,,,
9b02d863-342e-4090-ad77-963f71700c8d,"Société, civilisation",affaires militaires [comprend « vie militaire »],défaite militaire,,,,,
53b3df95-93a3-4eb3-8422-9a23bc9e1a05,"Société, civilisation",affaires militaires [comprend « vie militaire »],trève,,,,,
7168363e-6d4c-4a95-8c5f-7d24452b2887,"Société, civilisation",affaires militaires [comprend « vie militaire »],trève,trève de Ratisbonne,,,,
4fff1b11-7fa3-4c1f-9177-441d48f49509,"Société, civilisation",affaires militaires [comprend « vie militaire »],trève,trève de Vasvar AP2 Ne pas détailler et indexer lieu,,,,
9643c848-cd93-4b82-a3c8-6668880ec807,"Société, civilisation",affaires militaires [comprend « vie militaire »],victoire militaire,,,,,
2c1c77c2-2642-4ffa-a33f-fcb9680c7c44,"Société, civilisation",affaires militaires [comprend « vie militaire »],victoire militaire,prise de Barcelone,,,,
4f5b219d-bd0a-4f86-a238-16dc3b54889d,"Société, civilisation",affaires militaires [comprend « vie militaire »],victoire militaire,prise de Heidelberg,,,,
49c2d25c-a8a4-437f-a9b5-804729cfcd0b,"Société, civilisation",affaires militaires [comprend « vie militaire »],victoire militaire,prise de Mons,,,,
617d240b-f843-46f1-927f-3b8fd4fcff4e,"Société, civilisation",affaires militaires [comprend « vie militaire »],victoire militaire,prise de Montmélian,,,,
cf03de8f-6427-409e-a9a8-4e70a9c649eb,"Société, civilisation",affaires militaires [comprend « vie militaire »],victoire militaire,prise de Namur,,,,
486d4d0d-3736-40e9-b4c6-81f0eb5e70b6,"Société, civilisation",affaires militaires [comprend « vie militaire »],victoire militaire,prise de Nice,,,,
510624d6-9f36-4469-856f-fafa2e71a10e,"Société, civilisation",affaires militaires [comprend « vie militaire »],victoire militaire,prise de Palamos,,,,
90b2babf-0946-4a79-87b0-83ed0205e81a,"Société, civilisation",affaires militaires [comprend « vie militaire »],victoire militaire,victoire de Béveziers,,,,
de800549-c3f2-47a0-b2bd-18dc901f3c24,"Société, civilisation",affaires militaires [comprend « vie militaire »],victoire militaire,victoire de Fleurus AP3 NE pas déatiller et indeexer lieu,,,,
86b370a1-0c16-440e-aeb3-57adcccf4965,"Société, civilisation","État, lois et politique",,,,,,
d49530c7-a6e7-424b-80cc-67077046d20f,"Société, civilisation","État, lois et politique",lois,,,,,
639c9e39-f2e7-4da9-87a9-516c079c822a,"Société, civilisation","État, lois et politique",lois,criminalité,,,,
f935d745-902c-4a97-bad2-81ba32690c22,"Société, civilisation","État, lois et politique",lois,,meurtre,,,
8f5dfb46-48dc-4596-8864-bce161051d28,"Société, civilisation","Famille, généalogie et descendance",lois,,,,,
82b4fd27-257c-43f6-be2d-8e0ac78e9bc5,"Société, civilisation","Famille, généalogie et descendance",lois,héraldique,,,,
46c2a60b-8858-4037-be1c-82b88b0b3535,"Société, civilisation","Famille, généalogie et descendance",lois,,emblème,,,
596d8155-bd9e-42f4-8bf1-3c3f1211a0f0,"Société, civilisation",Vie économique,,,,,,
388c67a5-b3ec-4c52-834d-105a3eb60c3c,"Société, civilisation",Vie économique,économie des spectacles,,,,,
557dfa79-7345-41c9-97f2-5b3c32dc8faa,"Société, civilisation",Vie économique,économie des spectacles,coût d'une fête,,,,
057fba76-8931-4a98-8f91-57cd8e48c9cc,"Société, civilisation",Vie économique,économie des spectacles,coût d'une représentation,,,,
d0fb0191-27ef-49ac-9724-34791ecccede,"Société, civilisation",Vie économique,économie des spectacles,économie des théâtres,,,,
8c2c3990-9b81-46de-8f10-9d6e82544ae3,"Société, civilisation",Vie sociale,,,,,,
db31779e-2d93-44dc-b0bb-f368d3d2d94b,"Société, civilisation",Vie sociale,traditions et coutumes,,,,,
1a31447a-fae0-4db8-837f-eca835382ae7,"Société, civilisation",Vie sociale,traditions et coutumes,charivari,,,,
8ba84b1b-43f1-4c14-981b-9c777e6f7bba,"Société, civilisation",Vie sociale,traditions et coutumes,coutume locale,,,,
1988758e-f37c-4b6b-9a61-cf71e4a206d7,"Société, civilisation",Vie sociale,traditions et coutumes,coutume musicale,,,,
c52c3ee3-0726-4b1c-9a27-c340359879da,"Société, civilisation",Vie sociale,traditions et coutumes,coutume étrangère,,,,
8f08e2e3-1fe2-4d73-b1b5-c43fd60fb40b,"Société, civilisation",Vie sociale,traditions et coutumes,,"sapate NA D'après le Littré (1872-1877) : 1. Présent considérable, donné sous la forme d'un autre qui l'est beaucoup moins. 2. Fête en usage parmi les Espagnols (5 décembre) ; consiste à faire à ses amis des présents, sans qu'ils sachent d'où ils leur viennent.",,,
b542894c-f3d5-4f75-82c5-b48697d8831c,"Société, civilisation",Vie sociale,"vie académique [supprimer et déplacer dans vie intellectuelle ce qui concerne les académies, et événements pour le reste ?]",,,,,
f6a00668-63f5-4cf2-a2e9-ab940c789b9c,"Société, civilisation",Vie sociale,"vie académique [supprimer et déplacer dans vie intellectuelle ce qui concerne les académies, et événements pour le reste ?]",création d'académie,,,,
f2f05fb1-2ad7-4949-b6e9-60256a9d78d4,"Société, civilisation",Vie sociale,"vie académique [supprimer et déplacer dans vie intellectuelle ce qui concerne les académies, et événements pour le reste ?]",monopole de l'opéra [dupliqué dans théâtre],,,,
5a17d140-c08f-4f9f-95e0-473e2a7418fe,"Société, civilisation",Vie sociale,"vie académique [supprimer et déplacer dans vie intellectuelle ce qui concerne les académies, et événements pour le reste ?]",cérémonie académique [dupliqué dans événements],,,,
394a4198-82e0-4aca-a64b-08e920bd0085,"Société, civilisation",Vie sociale,"vie académique [supprimer et déplacer dans vie intellectuelle ce qui concerne les académies, et événements pour le reste ?]",élection d'un académicien,élection d'un académicien,,,
c4e897c3-3c32-4b82-a396-3bddad768dd7,"Société, civilisation",Vie sociale,"vie académique [supprimer et déplacer dans vie intellectuelle ce qui concerne les académies, et événements pour le reste ?]",établissement d'une académie royale de musique,,,,
68bbcd11-a3f2-4d52-a8a0-9427f4594b7d,"Société, civilisation",Vie sociale,"vie académique [supprimer et déplacer dans vie intellectuelle ce qui concerne les académies, et événements pour le reste ?]",établissement d'une école de mathématiques [en quoi académique ?],,,,
0aa5a16d-eb50-4d77-9390-171e64ee55ad,"Société, civilisation",Vie sociale,vie administrative,,,,,
5b8c5842-ad50-481d-9525-19543aef3efa,"Société, civilisation",Vie sociale,vie administrative,franchise portuaire,,,,
7e16c506-bc27-4702-af06-c8dfb54f732b,"Société, civilisation",Vie sociale,vie administrative,nomination,,,,
934c6a28-f6be-430c-b1e4-4f2867f6684c,"Société, civilisation",Vie sociale,vie administrative,,nomination d'un ambassadeur,,,
715253d9-c5c6-4455-bde3-06e678b02cc8,"Société, civilisation",Vie sociale,vie administrative,,nomination de membres du conseil de ville,,,
b46952fe-fad4-4c91-b7cd-738a2547f6f1,"Société, civilisation",Vie sociale,vie administrative,établissement d'une institution [ici ?],,,,
83a4efaf-e280-4ad4-bc62-7b7f915db885,"Société, civilisation",Vie sociale,vie administrative,,établissement de chancellerie,,,
f5586750-16cb-4fba-b800-fd58c1656052,"Société, civilisation",Vie sociale,vie administrative,,établissement d'une communauté religieuse [ici ?],,,
f81d89c2-9f32-4a57-a1ee-afb695925369,"Société, civilisation",Vie sociale,vie administrative,,établissement d'une congrégation [ici ?],,,
367dd78f-f07c-43ad-9ae7-1ebeeaaa4341,"Société, civilisation",Vie sociale,vie administrative,,établissement d'un hôpital,,,
1ea1ae75-89a1-458c-81a3-480644d48ff5,"Société, civilisation",Vie sociale,vie administrative,,établissement d'une paroisse [ici ?],,,
09ee315c-adbc-4a9b-95b3-76f47d8f855e,"Société, civilisation",Vie sociale,vie administrative,,établissement d’un théâtre,,,
85d57976-3950-4e41-9ac1-3b243e72c2ae,"Société, civilisation",Vie sociale,vie intellectuelle,,,,,
a7eb9acd-93ca-4d27-b482-18cf5917a1b1,"Société, civilisation",Vie sociale,vie intellectuelle,"éducation, apprentissage",,,,
9ce55742-8c64-400c-b7f0-baa494f969f3,"Société, civilisation",Vie sociale,vie intellectuelle,,curiosité [en un sens abstrait],,,
52480cdf-0423-4c55-9485-a3c6e8b09d59,"Société, civilisation",Vie sociale,vie intellectuelle,,éducation,,,
d9097c51-fa0c-4927-8a37-512d63cba7f2,"Société, civilisation",Vie sociale,vie intellectuelle,,,éducation féminine,,
371187f8-ff12-4a3f-a5c6-2cf8f13a3d5b,"Société, civilisation",Vie sociale,vie intellectuelle,,enseignement et apprentissage,,,
292f131b-36ee-4de6-8430-9f3171858cd3,"Société, civilisation",Vie sociale,vie intellectuelle,,,apprentissage instrumental,,
ac2f3181-8270-46f3-9bfd-e7c6d949e8e7,"Société, civilisation",Vie sociale,vie intellectuelle,,,enseignement de la danse,,
619dca41-6b47-41e2-8b49-6f6eb71e7bbf,"Société, civilisation",Vie sociale,vie intellectuelle,,,enseignement de la musique,,
2de94c3b-c0c6-48b4-9ae4-9e02496e30ad,"Société, civilisation",Vie sociale,vie intellectuelle,,,enseignement du théâtre de l’art dramatique,,
ce9e1cee-d038-4716-9713-20f04a9d2f55,"Société, civilisation",Vie sociale,vie intellectuelle,,,relation maître/élève,,
85465ff4-c75a-412a-b69a-5ad6056aed67,"Société, civilisation",Vie sociale,vie intellectuelle,,,étude de la musique,,
6b5b1089-3ae9-4eaf-8be8-09941d6173f0,"Société, civilisation",Vie sociale,vie intellectuelle,,disposition,,,
f89126ac-14f1-4159-a84d-d50e27e480ed,"Société, civilisation",Vie sociale,vie intellectuelle,,,disposition intellectuelle,,
0764412c-6a1e-4898-bf2a-31539c6523ee,"Société, civilisation",Vie sociale,vie intellectuelle,,,disposition pour la danse,,
0cb67e9b-0335-4a33-b06e-0188c29d56a3,"Société, civilisation",Vie sociale,vie intellectuelle,,,disposition pour la musique,,
31198692-e1c5-4208-801e-fd699ffe2a25,"Société, civilisation",Vie sociale,vie intellectuelle,,,,qualité vocale,
edfde78d-b598-41a2-940a-94a081ce9b22,"Société, civilisation",Vie sociale,vie intellectuelle,,,disposition pour la poésie,,
dd99cd11-59bb-4a6f-b82f-3c0287d0d22c,"Société, civilisation",Vie sociale,vie intellectuelle,,,disposition pour le dessin,,
11315b3d-6f3f-485d-b22e-5ea8bd608d6a,"Société, civilisation",Vie sociale,vie intellectuelle,langage,,,,
aeffa3db-a15c-46f9-9c97-413f47462889,"Société, civilisation",Vie sociale,vie intellectuelle,,Art oratoire,,,
37f57de0-ea0b-45f5-a1a0-127bbcba660d,"Société, civilisation",Vie sociale,vie intellectuelle,,"langue [comprend aussi comparaison, pluralité, évolution des langues, etc.]",,,
fa2021f3-9e43-4cb0-8014-b5dc270d16c7,"Société, civilisation",Vie sociale,vie intellectuelle,,,langue française,,
905e45fd-41c2-4c4b-80a1-adfcf2efe166,"Société, civilisation",Vie sociale,vie intellectuelle,,,langue italienne,,
5b83ca21-2909-4c66-86be-1f5d2d25790e,"Société, civilisation",Vie sociale,vie intellectuelle,,,langue naturelle,,
c1197127-3522-4358-ba99-adb29fdcb4ad,"Société, civilisation",Vie sociale,vie intellectuelle,,,langue régionale,,
3f5834a2-0c98-4f02-bc07-95a2360e4a21,"Société, civilisation",Vie sociale,vie intellectuelle,,,langue universelle,,
eba393d2-ed18-4b07-ab2b-e0d821a4f386,"Société, civilisation",Vie sociale,vie intellectuelle,,langue employée (dans le poème),,,
81e3b971-79c7-4506-9a1b-f4ddc54e3262,"Société, civilisation",Vie sociale,vie intellectuelle,,,latin,,
ec9a5b38-9543-4e66-9389-808d6ede0170,"Société, civilisation",Vie sociale,vie intellectuelle,,,italien,,
8d720a88-52e5-40e4-9a04-ce47723bbcb5,"Société, civilisation",Vie sociale,vie intellectuelle,,,idiomes régionaux,,
42255ae6-bcb0-484e-b5db-2d7c93eaeefd,"Société, civilisation",Vie sociale,vie intellectuelle,,langue du poème,,,
cd828f5c-6a8e-400a-8099-2af81d97e8a5,"Société, civilisation",Vie sociale,vie intellectuelle,,,latin,,
6d8d765e-544e-486f-b974-5ef4fa75f424,"Société, civilisation",Vie sociale,vie intellectuelle,,,italien,,
e967d6c9-842c-4c25-b239-63659217293f,"Société, civilisation",Vie sociale,vie intellectuelle,,,idiomes régionaux,,
38d7bc99-b2c8-407f-bb98-7d058473d397,"Société, civilisation",Vie sociale,vie intellectuelle,,philologie,,,
ab987525-ce8f-441c-8c81-551cf3bba7c9,"Société, civilisation",Vie sociale,vie intellectuelle,,"voix humaine [attention à ne pas confondre avec musique vocale, indexée dans Organologie]",,,
71d7353d-3260-4f06-8ad2-a1c6fe7efffc,"Société, civilisation",Vie sociale,vie intellectuelle,"livre, édition, presse",,,,
edab467d-7707-4d6e-b971-611eb393bbde,"Société, civilisation",Vie sociale,vie intellectuelle,,édition,,,
204ce556-e48a-4cb8-b679-b0f982388d8e,"Société, civilisation",Vie sociale,vie intellectuelle,,,Législation et marché du livre,,
cdad5c48-b983-4193-934a-1f624c84c16b,"Société, civilisation",Vie sociale,vie intellectuelle,,,,annonce éditoriale EP annonce publicitaire,
31fc16a3-ca14-4c33-a5dd-dbfc349bd124,"Société, civilisation",Vie sociale,vie intellectuelle,,,,approbation religieuse [dupliqué dans Livre],
db918893-cfd3-4a2f-bc5d-00ca2fb4269a,"Société, civilisation",Vie sociale,vie intellectuelle,,,,catalogue éditorial,
5535e1c2-2cfa-4e41-b68c-e3d068899793,"Société, civilisation",Vie sociale,vie intellectuelle,,,,concurrence,
ae4438fa-52c5-41b2-a691-6ea0017e9bd3,"Société, civilisation",Vie sociale,vie intellectuelle,,,,contrefaçon,
63b5e2e4-86af-465b-adb1-f1b5d5a3c272,"Société, civilisation",Vie sociale,vie intellectuelle,,,,édition à compte d'auteur,
a3785928-b35d-4cbd-b6c9-6917c6cc7844,"Société, civilisation",Vie sociale,vie intellectuelle,,,,politique éditoriale,
67641891-fd6d-47cf-8136-c1f4b00354eb,"Société, civilisation",Vie sociale,vie intellectuelle,,,,privilège ecclésiastique,
a5f5f383-0ce6-48be-aea7-1a8f04a62e22,"Société, civilisation",Vie sociale,vie intellectuelle,,,,privilège du roi,
1028777e-7a92-46c6-b478-a3d754d27382,"Société, civilisation",Vie sociale,vie intellectuelle,,,Procédés éditoriaux et publication,,
be1d412e-0ece-497b-bf9c-7498a6e21785,"Société, civilisation",Vie sociale,vie intellectuelle,,,,protocole de rédaction,
ea6d454c-0ee6-4c4f-8ede-0e37af210ba6,"Société, civilisation",Vie sociale,vie intellectuelle,,,,publication de poésie,
eba8cd8d-e402-4f12-96d0-7a1843d7fc21,"Société, civilisation",Vie sociale,vie intellectuelle,,,,publication intégrale du livret [regrouper avec publication partielle ?),
43135626-0107-4d7e-afd5-fc785c416dff,"Société, civilisation",Vie sociale,vie intellectuelle,,,,publication partielle du livret [regrouper avec publication intégrale ?),
9acbfe50-d8d4-430b-b8c0-3bfc59489851,"Société, civilisation",Vie sociale,vie intellectuelle,,,,publication nouvelle /(dupliqué dans livre nouveau/nouveauté éditoriale),
04711a86-ff01-4f40-a63d-dd7bb4019eca,"Société, civilisation",Vie sociale,vie intellectuelle,,,,édition musicale en parties séparées,
1da996d6-17ed-477b-8f55-09ce1a0f79f8,"Société, civilisation",Vie sociale,vie intellectuelle,,,,édition en partition,
aacc0e94-aabb-4171-a3ce-ef2678e18de7,"Société, civilisation",Vie sociale,vie intellectuelle,,,,erreur éditoriale,
27453e5c-76cf-4881-9b31-c82be1ccd19d,"Société, civilisation",Vie sociale,vie intellectuelle,,gravure,,,
f50b9d5d-8ba2-4861-aae6-aef3803b3013,"Société, civilisation",Vie sociale,vie intellectuelle,,,estampe,,
0e1a761d-5ccb-4817-9d29-46916206b548,"Société, civilisation",Vie sociale,vie intellectuelle,,,,,
a6eb0e22-6c89-4140-bddd-215507037bb3,"Société, civilisation",Vie sociale,vie intellectuelle,,bibliothèque,,,
e34fc7ec-9917-496d-9d5e-04c2d8cd5f29,"Société, civilisation",Vie sociale,vie intellectuelle,,,vente de bibliothèque [dupliqué de « vie privée »],,
bc2baffb-e723-4cd1-94e9-7a1a3b2cb5b8,"Société, civilisation",Vie sociale,vie intellectuelle,,ouvrage savant,,,
7e4a5544-c1b2-45f3-94ed-c10dc443c210,"Société, civilisation",Vie sociale,vie intellectuelle,,,méthode de musique,,
6357ad1d-584e-4548-ad1c-777b773c9599,"Société, civilisation",Vie sociale,vie intellectuelle,,,dissertation,,
67c621f6-a7d6-4773-9504-76c780e482cd,"Société, civilisation",Vie sociale,vie intellectuelle,,,observations,,
b2a06950-4f06-4fe7-a68c-f005a6358dc7,"Société, civilisation",Vie sociale,vie intellectuelle,,,ouvrage de musique,,
05ba56bc-17ba-4ef6-b72a-c2a84db6a957,"Société, civilisation",Vie sociale,vie intellectuelle,,,,traité et dissertation,
1a9a592c-07da-405f-ad67-3c4be4d7a43f,"Société, civilisation",Vie sociale,vie intellectuelle,,,,traité d'organologie,
49b858a7-7af5-47fb-8869-5e948af22bc2,"Société, civilisation",Vie sociale,vie intellectuelle,,,,traité de musique,
711f5e1d-b6f3-4817-9f4c-297d78365ac6,"Société, civilisation",Vie sociale,vie intellectuelle,,presse,,,
0c3d4d01-2eb6-4365-b3ed-ce689065dbbd,"Société, civilisation",Vie sociale,vie intellectuelle,,,gazette,,
b0576126-5e4c-4c0b-9902-74e3c7cbf761,"Société, civilisation",Vie sociale,vie intellectuelle,,,,gazette burlesque,
d0d2355c-c543-4fbc-87be-c35423c93a4f,"Société, civilisation",Vie sociale,philosophie,,,,,
6de96489-d87a-46ee-ac57-09ce8e1663b9,"Société, civilisation",Vie sociale,sciences,,,,,
06e3e869-8a7f-4aa1-a1cd-0a6a2194d68b,"Société, civilisation",Vie sociale,sciences,archéologie,,,,
2a338c64-9731-407e-8c3b-e4e10b59664b,"Société, civilisation",Vie sociale,sciences,astronomie,,,,
c937a9c3-8f3f-49cd-90c2-96f6145c2ead,"Société, civilisation",Vie sociale,sciences,"astrologie [regrouper si besoin avec astronomie ; si thème royal, classer comme emblème]",,,,
317f6454-2f8e-473a-8874-f87f647b2566,"Société, civilisation",Vie sociale,sciences,géographie,,,,
b35224fb-9651-471d-8eb5-11baa5ad4411,"Société, civilisation",Vie sociale,sciences,géométrie,,,,
ff3aedc2-5cab-40af-ac90-d2708037a9cc,"Société, civilisation",Vie sociale,sciences,"mécanique (y compris hydraulique, horlogerie)",,,,
6607ccb1-dc12-46ab-98f0-fd467b90a943,"Société, civilisation",Vie sociale,sciences,médecine,,,,
f0e7e7a5-11b0-48e9-ad73-be855223772a,"Société, civilisation",Vie sociale,sciences,,anatomie,,,
f5d52f19-427c-4c56-8350-e73417076d41,"Société, civilisation",Vie sociale,sciences,,maladie,,,
65b9361f-c9e5-406e-b77c-4a1a347d979d,"Société, civilisation",Vie sociale,sciences,,,tarantisme,,
0071c660-58f0-4c65-b3f5-f4d74545aecc,"Société, civilisation",Vie sociale,sciences,optique,,,,
47c3cf6f-5b28-4641-82e6-1d0b85a6bc4f,"Société, civilisation",Vie sociale,sciences,zoologie,,,,
e921b9fc-d74b-4f5f-84fb-02abf563ab7c,"Société, civilisation",Vie sociale,sociabilité,,,,,
ad951d54-086b-428e-a9f7-d446438d01f0,"Société, civilisation",Vie sociale,sociabilité,conversation (activité sociale),,,,
56553572-9ab5-4359-9186-53218f609259,"Société, civilisation",Vie sociale,sociabilité,débat,,,,
ddc3302f-82ad-4a05-8297-55867fbe9ae4,"Société, civilisation",Vie sociale,sociabilité,,querelle,,,
c76812ca-149f-43f4-9538-084b19e4fdb8,"Société, civilisation",Vie sociale,sociabilité,,dispute,,,
487478c0-d94a-45b9-8204-3e1fb85b9dc9,"Société, civilisation",Vie sociale,sociabilité,,discussion,,,
ee835c93-9b98-4632-812c-fdf85c4f16ee,"Société, civilisation",Vie sociale,sociabilité,,sentiment,,,
5f79f57a-195f-4ec0-882c-795d4a550aaf,"Société, civilisation",Vie sociale,sociabilité,galanterie,,,,
6f59fe0c-3288-4fac-a59e-748422dd7814,"Société, civilisation",Vie sociale,sociabilité,sociabilité littéraire,,,,
c85628df-6a38-4702-8151-b10158cf544d,"Société, civilisation",Vie sociale,sociabilité,,salon,,,
d9b10d8e-23b5-4a10-a228-e0eadeddbba3,"Société, civilisation",Vie sociale,sociabilité,,lecture d'oeuvre dramatique,,,
7949358d-5085-415e-9275-229795a9b304,"Société, civilisation",Vie sociale,sociabilité,,récitation de poésie,,,
e57adad2-3d2c-438a-898c-4aec62a83fea,"Société, civilisation",Vie sociale,sociabilité,sociabilité musicale,,,,
945f6151-4208-47ca-bfcd-9d2c1036df96,"Société, civilisation",Vie sociale,vie privée,,,,,
8d85fe7f-624e-4e50-a046-da3dbe1ff540,"Société, civilisation",Vie sociale,vie privée,anniversaire,,,,
3086b5b2-c2ed-4c63-9c9b-875b6eb78ea5,"Société, civilisation",Vie sociale,vie privée,,anniversaire du roi,,,
9dd3077b-d9bd-4730-8cb5-78ad497e274b,"Société, civilisation",Vie sociale,vie privée,décès,,,,
d1d7e61c-3917-4366-a26e-e027e268c511,"Société, civilisation",Vie sociale,vie privée,,décès d’un animal,,,
634468bd-713f-4cc3-af1a-b7197d100c0c,"Société, civilisation",Vie sociale,vie privée,deuil [oui ? ou dans événement ?],,,,
0c103887-ddee-4639-90eb-c2ceb31fadd0,"Société, civilisation",Vie sociale,vie privée,,costume de deuil [dupliqué dans costume],,,
c3a48368-8dc6-4bda-aeff-f93782fd4f7e,"Société, civilisation",Vie sociale,vie privée,,chapelle ardente,,,
c6e1f612-dd41-4e04-9395-1b2a39ec9408,"Société, civilisation",Vie sociale,vie privée,fiançailles [dupliqué dans événements],,,,
ee0cb171-0706-4d3f-83ea-cc4a4de4e4a2,"Société, civilisation",Vie sociale,vie privée,mariage EP noces,,,,
f792f7c3-510c-4208-8497-05324f3ccd57,"Société, civilisation",Vie sociale,vie privée,,mariage princier,,,
d7bdcd7f-e8f1-4dce-b833-af63a5486d6a,"Société, civilisation",Vie sociale,vie privée,naissance,,,,
7340f12f-9ad0-4159-8993-ced475b6bde2,"Société, civilisation",Vie sociale,vie privée,,naissance d'un prince,,,
